name,pokedex_number,type,weakness,height,weight,ability,genders,hp,attack,defense,special_attack,special_defense,speed
Pupitar,#0247,"['Rock', 'Ground']","['Steel', 'Fighting', 'Water', 'Ice', 'Grass', 'Ground']","3' 11""",335.1 lbs,Shed Skin,"['male', 'female']",5,5,5,4,5,3
Pachirisu,#0417,Electric,Ground,"1' 04""",8.6 lbs,"['Run Away', 'Pickup']","['male', 'female']",4,3,5,3,6,6
Noivern,#0715,"['Flying', 'Dragon']","['Fairy', 'Rock', 'Ice', 'Dragon']","4' 11""",187.4 lbs,"['Frisk', 'Infiltrator']","['male', 'female']",5,5,5,6,5,8
Honedge,#0679,"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","2' 07""",4.4 lbs,No Guard,"['male', 'female']",3,5,6,3,3,2
Volbeat,#0313,Bug,"['Fire', 'Flying', 'Rock']","2' 04""",39.0 lbs,"['Swarm', 'Illuminate']",male,4,5,5,3,5,5
Type: Null,#0772,Normal,Fighting,"6' 03""",265.7 lbs,Battle Armor,Unknown,6,6,6,6,6,4
Gumshoos,#0735,Normal,Fighting,"2' 04""",31.3 lbs,"['Strong Jaw', 'Stakeout']","['male', 'female']",6,7,4,4,4,3
Braviary,#0628,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","4' 11""",90.4 lbs,"['Keen Eye', 'Sheer Force']",male,6,8,5,4,5,5
Swadloon,#0541,"['Bug', 'Grass']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock', 'Bug']","1' 08""",16.1 lbs,"['Chlorophyll', 'Leaf Guard']","['male', 'female']",4,4,6,3,5,3
Latios,#0381,"['Dragon', 'Psychic']","['Ghost', 'Ice', 'Dragon', 'Dark', 'Fairy', 'Bug']","6' 07""",132.3 lbs,Levitate,male,5,6,5,8,7,7
Maractus,#0556,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","3' 03""",61.7 lbs,"['Chlorophyll', 'Water Absorb']","['male', 'female']",5,6,4,7,4,4
Quaquaval,#0914,"['Water', 'Fighting']","['Fairy', 'Grass', 'Flying', 'Psychic', 'Electric']","5' 11""",136.5 lbs,Torrent,"['male', 'female']",5,8,5,5,5,5
Luvdisc,#0370,Water,"['Grass', 'Electric']","2' 00""",19.2 lbs,Swift Swim,"['male', 'female']",3,2,4,3,4,6
Beedrill,#0015,"['Bug', 'Poison']","['Fire', 'Psychic', 'Flying', 'Rock']","3' 03""",65.0 lbs,Swarm,"['male', 'female']",4,6,3,3,5,5
Whimsicott,#0547,"['Grass', 'Fairy']","['Steel', 'Fire', 'Flying', 'Ice', 'Poison']","2' 04""",14.6 lbs,"['Prankster', 'Infiltrator']","['male', 'female']",4,4,5,5,5,7
Metang,#0375,"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","3' 11""",446.4 lbs,Clear Body,Unknown,4,5,6,4,5,3
Aegislash,#0681,"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","5' 07""",116.8 lbs,Stance Change,"['male', 'female']",4,3,9,3,9,4
Snorlax,#0143,Normal,Fighting,"6' 11""",1014.1 lbs,"['Thick Fat', 'Immunity']","['male', 'female']","['1', '0']",7,4,4,7,2
Wailord,#0321,Water,"['Grass', 'Electric']","47' 07""",877.4 lbs,"['Oblivious', 'Water Veil']","['male', 'female']","['1', '0']",6,3,6,3,4
Jigglypuff,#0039,"['Normal', 'Fairy']","['Steel', 'Poison']","1' 08""",12.1 lbs,"['Cute Charm', 'Competitive']","['male', 'female']",7,3,2,3,2,2
Dragonair,#0148,Dragon,"['Fairy', 'Ice', 'Dragon']","13' 01""",36.4 lbs,Shed Skin,"['male', 'female']",4,5,4,5,5,5
Wimpod,#0767,"['Bug', 'Water']","['Flying', 'Electric', 'Rock']","1' 08""",26.5 lbs,Wimp Out,"['male', 'female']",2,3,3,2,2,5
Glameow,#0431,Normal,Fighting,"1' 08""",8.6 lbs,"['Limber', 'Own Tempo']","['male', 'female']",3,4,3,3,3,5
Raboot,#0814,Fire,"['Water', 'Ground', 'Rock']","2' 00""",19.8 lbs,Blaze,"['male', 'female']",4,6,4,4,6,4
Uxie,#0480,Psychic,"['Ghost', 'Dark', 'Bug']","1' 00""",0.7 lbs,Levitate,Unknown,5,5,8,5,8,6
Torracat,#0726,Fire,"['Water', 'Ground', 'Rock']","2' 04""",55.1 lbs,Blaze,"['male', 'female']",4,5,3,5,3,6
Diggersby,#0660,"['Normal', 'Ground']","['Water', 'Grass', 'Fighting', 'Ice']","3' 03""",93.5 lbs,"['Pickup', 'Cheek Pouch']","['male', 'female']",5,4,5,3,5,5
Scatterbug,#0664,Bug,"['Fire', 'Flying', 'Rock']","1' 00""",5.5 lbs,"['Shield Dust', 'Compound Eyes']","['male', 'female']",3,3,3,2,2,3
Corphish,#0341,Water,"['Grass', 'Electric']","2' 00""",25.4 lbs,"['Shell Armor', 'Hyper Cutter']","['male', 'female']",3,5,4,3,3,3
Skeledirge,#0911,"['Fire', 'Ghost']","['Water', 'Ghost', 'Ground', 'Dark', 'Rock']","5' 03""",719.8 lbs,Blaze,"['male', 'female']",7,5,6,7,5,4
Politoed,#0186,Water,"['Grass', 'Electric']","3' 07""",74.7 lbs,"['Damp', 'Water Absorb']","['male', 'female']",6,5,5,6,6,5
Magcargo,#0219,"['Fire', 'Rock']","['Water', 'Ground', 'Fighting', 'Rock']","2' 07""",121.3 lbs,"['Flame Body', 'Magma Armor']","['male', 'female']",4,3,8,6,5,2
Jangmo-o,#0782,Dragon,"['Fairy', 'Ice', 'Dragon']","2' 00""",65.5 lbs,"['Soundproof', 'Bulletproof']","['male', 'female']",3,4,4,3,3,3
Banette,#0354,Ghost,"['Ghost', 'Dark']","3' 07""",27.6 lbs,"['Insomnia', 'Frisk']","['male', 'female']",4,7,4,5,4,4
Comfey,#0764,Fairy,"['Steel', 'Poison']","0' 04""",0.7 lbs,"['Flower Veil', 'Triage']","['male', 'female']",3,4,6,5,7,6
Gossifleur,#0829,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","1' 04""",4.9 lbs,"['Regenerator', 'Cotton Down']","['male', 'female']",3,3,4,3,4,1
Flareon,#0136,Fire,"['Water', 'Ground', 'Rock']","2' 11""",55.1 lbs,Flash Fire,"['male', 'female']",4,8,4,6,7,4
Kartana,#0798,"['Grass', 'Steel']","['Fire', 'Fighting']","1' 00""",0.2 lbs,Beast Boost,Unknown,4,"['1', '1']",8,4,2,7
Rapidash,#0078,Fire,"['Water', 'Ground', 'Rock']","5' 07""",209.4 lbs,"['Run Away', 'Flash Fire']","['male', 'female']",4,6,5,5,5,7
Palkia,#0484,"['Water', 'Dragon']","['Fairy', 'Dragon']","13' 09""",740.8 lbs,Pressure,Unknown,6,8,6,9,8,6
Tangela,#0114,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","3' 03""",77.2 lbs,"['Chlorophyll', 'Leaf Guard']","['male', 'female']",4,4,7,6,3,4
Gholdengo,#1000,"['Steel', 'Ghost']","['Fire', 'Ghost', 'Dark', 'Ground']","3' 11""",66.1 lbs,Good as Gold,Unknown,6,4,6,8,6,5
Mareep,#0179,Electric,Ground,"2' 00""",17.2 lbs,Static,"['male', 'female']",4,3,3,4,3,3
Celesteela,#0797,"['Steel', 'Flying']","['Fire', 'Electric']","30' 02""",2204.4 lbs,Beast Boost,Unknown,6,6,7,7,6,4
Octillery,#0224,Water,"['Grass', 'Electric']","2' 11""",62.8 lbs,"['Sniper', 'Suction Cups']","['male', 'female']",5,7,5,7,5,3
Grimer,#0088,Poison,"['Psychic', 'Ground']","2' 11""",66.1 lbs,"['Stench', 'Sticky Hold']","['male', 'female']",5,5,3,3,3,2
Drizzile,#0817,Water,"['Grass', 'Electric']","2' 04""",25.4 lbs,Torrent,"['male', 'female']",4,4,4,4,6,6
Furret,#0162,Normal,Fighting,"5' 11""",71.7 lbs,"['Keen Eye', 'Run Away']","['male', 'female']",5,5,4,3,4,6
Keldeo,#0647,"['Water', 'Fighting']","['Fairy', 'Grass', 'Flying', 'Psychic', 'Electric']","4' 07""",106.9 lbs,Justified,Unknown,6,5,6,8,6,7
Crawdaunt,#0342,"['Water', 'Dark']","['Fairy', 'Grass', 'Electric', 'Fighting', 'Bug']","3' 07""",72.3 lbs,"['Shell Armor', 'Hyper Cutter']","['male', 'female']",4,8,5,6,4,4
Mime Jr.,#0439,"['Psychic', 'Fairy']","['Ghost', 'Steel', 'Poison']","2' 00""",28.7 lbs,"['Soundproof', 'Filter']","['male', 'female']",2,2,3,5,6,4
Rhyhorn,#0111,"['Ground', 'Rock']","['Steel', 'Ice', 'Water', 'Fighting', 'Grass', 'Ground']","3' 03""",253.5 lbs,"['Rock Head', 'Lightning Rod']","['male', 'female']",5,5,6,2,2,2
Feebas,#0349,Water,"['Grass', 'Electric']","2' 00""",16.3 lbs,"['Oblivious', 'Swift Swim']","['male', 'female']",2,1,2,1,4,5
Quaxwell,#0913,Water,"['Grass', 'Electric']","3' 11""",47.4 lbs,Torrent,"['male', 'female']",5,5,4,4,4,4
Butterfree,#0012,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","3' 07""",70.5 lbs,Compound Eyes,"['male', 'female']",4,3,3,6,5,5
Gourgeist,#0711,"['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","2' 11""",27.6 lbs,"['Pickup', 'Frisk']","['male', 'female']",4,6,8,4,5,5
Ambipom,#0424,Normal,Fighting,"3' 11""",44.8 lbs,"['Pickup', 'Technician']","['male', 'female']",5,6,4,4,4,7
Drowzee,#0096,Psychic,"['Ghost', 'Dark', 'Bug']","3' 03""",71.4 lbs,"['Insomnia', 'Forewarn']","['male', 'female']",4,3,3,3,6,3
Silicobra,#0843,Ground,"['Water', 'Grass', 'Ice']","7' 03""",16.8 lbs,"['Shed Skin', 'Sand Spit']","['male', 'female']",4,4,5,3,3,3
Chesnaught,#0652,"['Grass', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Ice', 'Poison', 'Fairy']","5' 03""",198.4 lbs,Overgrow,"['male', 'female']",6,7,8,5,5,4
Floatzel,#0419,Water,"['Grass', 'Electric']","3' 07""",73.9 lbs,Swift Swim,"['male', 'female']",5,7,4,5,3,7
Bagon,#0371,Dragon,"['Fairy', 'Ice', 'Dragon']","2' 00""",92.8 lbs,Rock Head,"['male', 'female']",3,5,4,3,2,3
Brute Bonnet,#0986,"['Grass', 'Dark']","['Ice', 'Fire', 'Flying', 'Poison', 'Fighting', 'Fairy', 'Bug']","3' 11""",46.3 lbs,Protosynthesis,Unknown,7,8,6,5,6,4
Raticate,#0020,Normal,Fighting,"2' 04""",40.8 lbs,"['Run Away', 'Guts']","['male', 'female']",4,5,4,3,5,6
Cacturne,#0332,"['Grass', 'Dark']","['Ice', 'Fire', 'Flying', 'Poison', 'Fighting', 'Fairy', 'Bug']","4' 03""",170.6 lbs,Sand Veil,"['male', 'female']",5,7,4,7,4,4
Exeggutor,#0103,"['Grass', 'Psychic']","['Ghost', 'Fire', 'Flying', 'Ice', 'Dark', 'Poison', 'Bug']","6' 07""",264.6 lbs,Chlorophyll,"['male', 'female']",6,6,5,8,5,4
Arrokuda,#0846,Water,"['Grass', 'Electric']","1' 08""",2.2 lbs,Swift Swim,"['male', 'female']",3,4,3,3,2,4
Lugia,#0249,"['Psychic', 'Flying']","['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']","17' 01""",476.2 lbs,Pressure,Unknown,7,6,8,6,"['1', '0']",7
Silvally,#0773,Normal,Fighting,"7' 07""",221.6 lbs,RKS System,Unknown,6,6,6,6,6,6
Marill,#0183,"['Water', 'Fairy']","['Grass', 'Electric', 'Poison']","1' 04""",18.7 lbs,"['Thick Fat', 'Huge Power']","['male', 'female']",5,2,3,2,3,3
Plusle,#0311,Electric,Ground,"1' 04""",9.3 lbs,Plus,"['male', 'female']",4,3,3,5,5,6
Iron Jugulis,#0993,"['Dark', 'Flying']","['Fairy', 'Electric', 'Ice', 'Rock']","4' 03""",244.7 lbs,Quark Drive,Unknown,6,5,6,8,5,7
Trumbeak,#0732,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","2' 00""",32.6 lbs,"['Keen Eye', 'Skill Link']","['male', 'female']",4,5,3,3,3,5
Carkol,#0838,"['Rock', 'Fire']","['Water', 'Ground', 'Fighting', 'Rock']","3' 07""",172.0 lbs,"['Flame Body', 'Steam Engine']","['male', 'female']",5,4,6,4,5,3
Dondozo,#0977,Water,"['Grass', 'Electric']","39' 04""",485.0 lbs,"['Oblivious', 'Unaware']","['male', 'female']",9,6,7,4,4,3
Abra,#0063,Psychic,"['Ghost', 'Dark', 'Bug']","2' 11""",43.0 lbs,"['Inner Focus', 'Synchronize']","['male', 'female']",2,2,1,7,4,6
Ribombee,#0743,"['Bug', 'Fairy']","['Fire', 'Steel', 'Flying', 'Poison', 'Rock']","0' 08""",1.1 lbs,"['Shield Dust', 'Honey Gather']","['male', 'female']",4,4,4,6,5,8
Happiny,#0440,Normal,Fighting,"2' 00""",53.8 lbs,"['Natural Cure', 'Serene Grace']",female,6,1,1,1,4,2
Espurr,#0677,Psychic,"['Ghost', 'Dark', 'Bug']","1' 00""",7.7 lbs,"['Keen Eye', 'Infiltrator']","['male', 'female']",4,3,4,4,4,4
Pyroar,#0668,"['Fire', 'Normal']","['Water', 'Ground', 'Fighting', 'Rock']","4' 11""",179.7 lbs,"['Rivalry', 'Unnerve']",male,6,4,5,7,4,7
Glaceon,#0471,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","2' 07""",57.1 lbs,Snow Cloak,"['male', 'female']",4,4,7,8,6,4
Buzzwole,#0794,"['Bug', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Fairy']","7' 10""",735.5 lbs,Beast Boost,Unknown,7,9,9,4,4,5
Gligar,#0207,"['Ground', 'Flying']","['Water', 'Ice']","3' 07""",142.9 lbs,"['Sand Veil', 'Hyper Cutter']","['male', 'female']",4,5,7,3,4,5
Electivire,#0466,Electric,Ground,"5' 11""",305.6 lbs,Motor Drive,"['male', 'female']",5,8,4,6,5,6
Hippopotas,#0449,Ground,"['Water', 'Grass', 'Ice']","2' 07""",109.1 lbs,Sand Stream,"['male', 'female']",4,5,5,3,3,2
Tapu Fini,#0788,"['Water', 'Fairy']","['Grass', 'Electric', 'Poison']","4' 03""",46.7 lbs,Misty Surge,Unknown,5,5,7,6,8,5
Cryogonal,#0615,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","3' 07""",326.3 lbs,Levitate,Unknown,5,3,3,6,8,7
Iron Moth,#0994,"['Fire', 'Poison']","['Water', 'Psychic', 'Ground', 'Rock']","3' 11""",79.4 lbs,Quark Drive,Unknown,5,5,4,9,7,7
Yamask,#0562,Ghost,"['Ghost', 'Dark']","1' 08""",3.3 lbs,Mummy,"['male', 'female']",3,2,5,4,4,2
Sentret,#0161,Normal,Fighting,"2' 07""",13.2 lbs,"['Keen Eye', 'Run Away']","['male', 'female']",3,3,2,3,3,2
Delphox,#0655,"['Fire', 'Psychic']","['Ghost', 'Dark', 'Ground', 'Water', 'Rock']","4' 11""",86.0 lbs,Blaze,"['male', 'female']",5,5,5,7,6,7
Zangoose,#0335,Normal,Fighting,"4' 03""",88.8 lbs,Immunity,"['male', 'female']",5,7,4,4,4,6
Voltorb,#0100,Electric,Ground,"1' 08""",22.9 lbs,"['Static', 'Soundproof']",Unknown,3,2,3,4,4,6
Suicune,#0245,Water,"['Grass', 'Electric']","6' 07""",412.3 lbs,Pressure,Unknown,6,5,7,6,7,5
Sandy Shocks,#0989,"['Electric', 'Ground']","['Water', 'Grass', 'Ice', 'Ground']","7' 07""",132.3 lbs,Protosynthesis,Unknown,5,5,6,8,5,6
Mothim,#0414,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","2' 11""",51.4 lbs,Swarm,male,5,6,3,6,3,4
Tyrogue,#0236,Fighting,"['Psychic', 'Flying', 'Fairy']","2' 04""",46.3 lbs,"['Guts', 'Steadfast']",male,3,3,3,3,3,3
Zeraora,#0807,Electric,Ground,"4' 11""",98.1 lbs,Volt Absorb,Unknown,6,7,5,6,5,9
Stantler,#0234,Normal,Fighting,"4' 07""",157.0 lbs,"['Intimidate', 'Frisk']","['male', 'female']",5,6,4,5,4,5
Regirock,#0377,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","5' 07""",507.1 lbs,Clear Body,Unknown,5,6,"['1', '2']",3,6,3
Walrein,#0365,"['Ice', 'Water']","['Grass', 'Electric', 'Fighting', 'Rock']","4' 07""",332.0 lbs,"['Thick Fat', 'Ice Body']","['male', 'female']",7,5,6,6,6,4
Archen,#0566,"['Rock', 'Flying']","['Steel', 'Water', 'Electric', 'Ice', 'Rock']","1' 08""",20.9 lbs,Defeatist,"['male', 'female']",4,7,3,5,3,5
Houndour,#0228,"['Dark', 'Fire']","['Water', 'Ground', 'Fighting', 'Rock']","2' 00""",23.8 lbs,"['Flash Fire', 'Early Bird']","['male', 'female']",3,4,2,5,3,4
Meditite,#0307,"['Fighting', 'Psychic']","['Ghost', 'Fairy', 'Flying']","2' 00""",24.7 lbs,Pure Power,"['male', 'female']",2,3,4,3,4,4
Eevee,#0133,Normal,Fighting,"1' 00""",14.3 lbs,"['Run Away', 'Adaptability']","['male', 'female']",4,4,3,3,4,4
Ninjask,#0291,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","2' 07""",26.5 lbs,Speed Boost,"['male', 'female']",4,6,3,3,3,"['1', '0']"
Marowak,#0105,Ground,"['Water', 'Grass', 'Ice']","3' 03""",99.2 lbs,"['Rock Head', 'Lightning Rod']","['male', 'female']",4,5,7,3,5,3
Nidoqueen,#0031,"['Poison', 'Ground']","['Water', 'Psychic', 'Ice', 'Ground']","4' 03""",132.3 lbs,"['Poison Point', 'Rivalry']",female,6,6,6,5,5,5
Reshiram,#0643,"['Dragon', 'Fire']","['Ground', 'Rock', 'Dragon']","10' 06""",727.5 lbs,Turboblaze,Unknown,6,8,6,9,8,6
Miltank,#0241,Normal,Fighting,"3' 11""",166.4 lbs,"['Thick Fat', 'Scrappy']",female,6,5,7,3,5,6
Stunfisk,#0618,"['Ground', 'Electric']","['Water', 'Grass', 'Ice', 'Ground']","2' 04""",24.3 lbs,"['Static', 'Limber']","['male', 'female']",7,4,5,5,6,2
Snover,#0459,"['Grass', 'Ice']","['Steel', 'Fire', 'Flying', 'Poison', 'Fighting', 'Rock', 'Bug']","3' 03""",111.3 lbs,Snow Warning,"['male', 'female']",4,4,3,4,4,3
Zamazenta,#0889,Fighting,"['Psychic', 'Flying', 'Fairy']","9' 06""",463.0 lbs,Dauntless Shield,Unknown,6,8,7,7,9,5
Shellder,#0090,Water,"['Grass', 'Electric']","1' 00""",8.8 lbs,"['Shell Armor', 'Skill Link']","['male', 'female']",2,4,6,3,2,3
Cursola,#0864,Ghost,"['Ghost', 'Dark']","3' 03""",0.9 lbs,Weak Armor,"['male', 'female']",4,6,3,8,2,9
Virizion,#0640,"['Grass', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Ice', 'Poison', 'Fairy']","6' 07""",440.9 lbs,Justified,Unknown,6,6,5,6,8,7
Klefki,#0707,"['Steel', 'Fairy']","['Fire', 'Ground']","0' 08""",6.6 lbs,Prankster,"['male', 'female']",4,5,6,5,6,5
Chespin,#0650,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","1' 04""",19.8 lbs,Overgrow,"['male', 'female']",4,4,4,3,3,3
Ledyba,#0165,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","3' 03""",23.8 lbs,"['Swarm', 'Early Bird']","['male', 'female']",3,2,2,3,5,4
Sandshrew,#0027,Ground,"['Water', 'Grass', 'Ice']","2' 00""",26.5 lbs,Sand Veil,"['male', 'female']",3,5,5,2,2,3
Toxel,#0848,"['Electric', 'Poison']","['Psychic', 'Ground']","1' 04""",24.3 lbs,"['Static', 'Rattled']","['male', 'female']",3,3,3,4,3,3
Squirtle,#0007,Water,"['Grass', 'Electric']","1' 08""",19.8 lbs,Torrent,"['male', 'female']",3,3,4,3,4,3
Shellos,#0422,Water,"['Grass', 'Electric']","1' 00""",13.9 lbs,"['Sticky Hold', 'Storm Drain']","['male', 'female']",5,3,3,4,4,2
Snubbull,#0209,Fairy,"['Steel', 'Poison']","2' 00""",17.2 lbs,"['Run Away', 'Intimidate']","['male', 'female']",4,5,3,3,3,2
Zweilous,#0634,"['Dark', 'Dragon']","['Fairy', 'Fighting', 'Bug', 'Ice', 'Dragon']","4' 07""",110.2 lbs,Hustle,"['male', 'female']",5,5,5,4,5,4
Dracozolt,#0880,"['Electric', 'Dragon']","['Fairy', 'Ground', 'Ice', 'Dragon']","5' 11""",418.9 lbs,"['Volt Absorb', 'Hustle']",Unknown,6,6,6,5,5,5
Flaaffy,#0180,Electric,Ground,"2' 07""",29.3 lbs,Static,"['male', 'female']",5,4,4,5,4,3
Skwovet,#0819,Normal,Fighting,"1' 00""",5.5 lbs,Cheek Pouch,"['male', 'female']",5,4,4,3,3,2
Crobat,#0169,"['Poison', 'Flying']","['Psychic', 'Electric', 'Ice', 'Rock']","5' 11""",165.3 lbs,Inner Focus,"['male', 'female']",5,6,5,5,5,8
Roaring Moon,#1005,"['Dragon', 'Dark']","['Fairy', 'Ice', 'Bug', 'Fighting', 'Dragon']","6' 07""",837.8 lbs,Protosynthesis,Unknown,7,9,5,4,6,7
Stufful,#0759,"['Normal', 'Fighting']","['Psychic', 'Flying', 'Fairy', 'Fighting']","1' 08""",15.0 lbs,"['Klutz', 'Fluffy']","['male', 'female']",5,5,3,3,3,3
Houndoom,#0229,"['Dark', 'Fire']","['Water', 'Ground', 'Fighting', 'Rock']","4' 07""",77.2 lbs,"['Flash Fire', 'Early Bird']","['male', 'female']",5,6,3,7,5,6
Finneon,#0456,Water,"['Grass', 'Electric']","1' 04""",15.4 lbs,"['Swift Swim', 'Storm Drain']","['male', 'female']",3,3,4,3,4,4
Nacli,#0932,Rock,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","1' 04""",35.3 lbs,"['Sturdy', 'Purifying Salt']","['male', 'female']",4,4,5,3,3,2
Decidueye,#0724,"['Grass', 'Ghost']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","5' 03""",80.7 lbs,Overgrow,"['male', 'female']",5,7,5,6,6,5
Lunala,#0792,"['Psychic', 'Ghost']","['Ghost', 'Dark']","13' 01""",264.6 lbs,Shadow Shield,Unknown,9,7,6,9,7,6
Dratini,#0147,Dragon,"['Fairy', 'Ice', 'Dragon']","5' 11""",7.3 lbs,Shed Skin,"['male', 'female']",3,4,3,3,3,3
Sandaconda,#0844,Ground,"['Water', 'Grass', 'Ice']","12' 06""",144.4 lbs,"['Shed Skin', 'Sand Spit']","['male', 'female']",5,7,8,4,5,5
Stoutland,#0508,Normal,Fighting,"3' 11""",134.5 lbs,"['Intimidate', 'Sand Rush']","['male', 'female']",5,7,6,3,6,5
Pumpkaboo,#0710,"['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","1' 04""",11.0 lbs,"['Pickup', 'Frisk']","['male', 'female']",3,4,5,3,4,3
Bastiodon,#0411,"['Rock', 'Steel']","['Water', 'Fighting', 'Ground']","4' 03""",329.6 lbs,Sturdy,"['male', 'female']",4,4,"['1', '0']",3,9,2
Larvesta,#0636,"['Bug', 'Fire']","['Water', 'Flying', 'Rock']","3' 07""",63.5 lbs,Flame Body,"['male', 'female']",4,5,4,3,4,4
Phantump,#0708,"['Ghost', 'Grass']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","1' 04""",15.4 lbs,"['Natural Cure', 'Frisk']","['male', 'female']",3,5,3,3,4,3
Spewpa,#0665,Bug,"['Fire', 'Flying', 'Rock']","1' 00""",18.5 lbs,Shed Skin,"['male', 'female']",3,2,4,2,2,2
Kilowattrel,#0941,"['Electric', 'Flying']","['Ice', 'Rock']","4' 07""",85.1 lbs,"['Volt Absorb', 'Wind Power']","['male', 'female']",5,5,4,7,4,8
Articuno,#0144,"['Ice', 'Flying']","['Steel', 'Fire', 'Electric', 'Rock']","5' 07""",122.1 lbs,Pressure,Unknown,6,5,6,6,8,5
Helioptile,#0694,"['Electric', 'Normal']","['Fighting', 'Ground']","1' 08""",13.2 lbs,"['Sand Veil', 'Dry Skin']","['male', 'female']",3,3,2,4,3,5
Arceus,#0493,Normal,Fighting,"10' 06""",705.5 lbs,Multitype,Unknown,8,8,8,8,8,8
Centiskorch,#0851,"['Fire', 'Bug']","['Water', 'Flying', 'Rock']","9' 10""",264.6 lbs,"['Flash Fire', 'White Smoke']","['male', 'female']",6,7,4,6,6,4
Kabutops,#0141,"['Rock', 'Water']","['Grass', 'Electric', 'Fighting', 'Ground']","4' 03""",89.3 lbs,"['Swift Swim', 'Battle Armor']","['male', 'female']",4,7,7,4,5,5
Sableye,#0302,"['Dark', 'Ghost']",Fairy,"1' 08""",24.3 lbs,"['Keen Eye', 'Stall']","['male', 'female']",3,5,5,4,4,3
Tinkaton,#0959,"['Fairy', 'Steel']","['Fire', 'Ground']","2' 04""",248.7 lbs,"['Own Tempo', 'Mold Breaker']",female,5,5,5,5,7,6
Maschiff,#0942,Dark,"['Fairy', 'Bug', 'Fighting']","1' 08""",35.3 lbs,"['Run Away', 'Intimidate']","['male', 'female']",4,5,4,3,3,3
Groudon,#0383,Ground,"['Water', 'Grass', 'Ice']","11' 06""",2094.4 lbs,Drought,Unknown,6,9,9,6,6,6
Magmar,#0126,Fire,"['Water', 'Ground', 'Rock']","4' 03""",98.1 lbs,Flame Body,"['male', 'female']",4,6,4,6,5,6
Landorus,#0645,"['Ground', 'Flying']","['Water', 'Ice']","4' 11""",149.9 lbs,Sand Force,male,6,8,6,7,5,6
Hoppip,#0187,"['Grass', 'Flying']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock']","1' 04""",1.1 lbs,"['Chlorophyll', 'Leaf Guard']","['male', 'female']",3,3,3,3,4,3
Brionne,#0729,Water,"['Grass', 'Electric']","2' 00""",38.6 lbs,Torrent,"['male', 'female']",4,5,5,6,5,3
Sobble,#0816,Water,"['Grass', 'Electric']","1' 00""",8.8 lbs,Torrent,"['male', 'female']",3,3,3,3,5,5
Gardevoir,#0282,"['Psychic', 'Fairy']","['Ghost', 'Steel', 'Poison']","5' 03""",106.7 lbs,"['Synchronize', 'Trace']","['male', 'female']",4,4,4,8,7,5
Komala,#0775,Normal,Fighting,"1' 04""",43.9 lbs,Comatose,"['male', 'female']",4,7,4,5,6,4
Quilava,#0156,Fire,"['Water', 'Ground', 'Rock']","2' 11""",41.9 lbs,Blaze,"['male', 'female']",4,4,4,5,4,5
Duskull,#0355,Ghost,"['Ghost', 'Dark']","2' 07""",33.1 lbs,Levitate,"['male', 'female']",2,3,6,2,6,2
Guzzlord,#0799,"['Dark', 'Dragon']","['Fairy', 'Fighting', 'Bug', 'Ice', 'Dragon']","18' 01""",1957.7 lbs,Beast Boost,Unknown,"['1', '4']",6,4,6,4,3
Clawitzer,#0693,Water,"['Grass', 'Electric']","4' 03""",77.8 lbs,Mega Launcher,"['male', 'female']",5,5,6,8,6,4
Donphan,#0232,Ground,"['Water', 'Grass', 'Ice']","3' 07""",264.6 lbs,Sturdy,"['male', 'female']",6,8,8,4,4,3
Kommo-o,#0784,"['Dragon', 'Fighting']","['Fairy', 'Flying', 'Psychic', 'Ice', 'Dragon']","5' 03""",172.4 lbs,"['Soundproof', 'Bulletproof']","['male', 'female']",5,7,8,6,7,5
